source_ip,destination_ip,destination_port,protocol,bytes_in,bytes_out,action,timestamp,connection_count,label,request_uri,user_agent
192.168.5.121,192.168.5.121,53,TCP,746,247,ALLOW,2025-09-24T19:44:02.700834Z,1,normal,,
192.168.1.140,192.168.7.115,80,UDP,440,1606,ALLOW,2025-09-26T12:42:26.700834Z,4,normal,,
192.168.10.162,192.168.10.157,53,TCP,622,285,ALLOW,2025-09-26T23:09:41.700834Z,5,normal,,
18.12.170.59,192.168.2.251,530,TCP,23,13,ALLOW,2025-09-24T01:54:28.713227Z,1,port_scan,,
192.168.4.11,192.168.3.126,53,UDP,83,111,ALLOW,2025-09-28T21:59:06.700834Z,5,normal,,
41.179.109.88,192.168.5.121,443,TCP,55,0,ALLOW,2025-09-26T02:08:34.712017Z,192,dos_attack,,
192.168.8.218,192.168.10.118,80,TCP,4623,293,ALLOW,2025-09-25T16:10:23.700834Z,5,normal,,
41.179.109.88,192.168.5.121,443,TCP,82,0,ALLOW,2025-09-26T01:58:44.712017Z,112,dos_attack,,
192.168.9.25,192.168.6.24,443,TCP,683,331,ALLOW,2025-09-26T23:13:32.700834Z,1,normal,,
192.168.6.28,192.168.8.216,443,TCP,3607,756,ALLOW,2025-09-26T16:42:04.700834Z,1,normal,,
192.168.8.83,192.168.4.58,22,TCP,582,393,ALLOW,2025-09-28T21:43:48.700834Z,2,normal,,
192.168.4.113,192.168.9.43,443,UDP,224,182,ALLOW,2025-09-23T06:42:22.700834Z,3,normal,,
192.168.8.49,192.168.3.42,80,UDP,4905,1918,ALLOW,2025-09-23T12:54:24.700834Z,4,normal,,
41.179.109.88,192.168.5.121,443,TCP,36,0,DROP,2025-09-26T02:09:51.712017Z,104,dos_attack,,
192.168.7.115,192.168.7.115,443,UDP,303,382,ALLOW,2025-09-24T04:06:45.700834Z,3,normal,,
41.179.109.88,192.168.5.121,443,TCP,87,0,DROP,2025-09-26T01:59:40.712017Z,146,dos_attack,,
192.168.1.33,192.168.5.225,22,UDP,2472,143,ALLOW,2025-09-25T09:42:09.700834Z,4,normal,,
192.168.2.241,192.168.10.151,443,TCP,609,336,ALLOW,2025-09-23T06:34:52.700834Z,2,normal,,
41.179.109.88,192.168.5.121,443,TCP,35,0,DROP,2025-09-26T02:02:49.712017Z,101,dos_attack,,
192.168.5.112,91.54.172.69,21,TCP,273,64118,ALLOW,2025-09-28T04:08:30.715521Z,1,data_exfiltration,,
41.203.175.109,192.168.5.71,80,HTTP,481,276,DROP,2025-09-27T03:14:56.714579Z,10,sql_injection,/search.php?q='; DROP TABLE users; --,Python-urllib/3.8
192.168.2.123,192.168.6.234,22,TCP,64,382,ALLOW,2025-09-24T06:07:02.700834Z,1,normal,,
41.203.175.109,192.168.5.71,80,HTTP,696,350,DROP,2025-09-27T02:10:08.714579Z,10,sql_injection,/product.php?id=1 UNION SELECT password FROM users,Python-urllib/3.8
41.203.175.109,192.168.5.71,80,HTTP,368,343,ALLOW,2025-09-27T02:12:55.714579Z,6,sql_injection,/login.php?user=admin' or '1'='1,sqlmap/1.4.12
137.187.63.42,192.168.2.73,22,SSH,53,20,DENY,2025-09-25T02:55:49.716190Z,34,brute_force,,
192.168.2.227,192.168.4.160,443,TCP,229,289,ALLOW,2025-09-23T08:26:07.700834Z,1,normal,,
192.168.1.230,192.168.9.124,80,TCP,1133,368,ALLOW,2025-09-23T09:16:23.700834Z,2,normal,,
41.203.175.109,192.168.5.71,80,HTTP,678,379,ALLOW,2025-09-27T02:25:24.714579Z,1,sql_injection,"/admin.php?id=1'; INSERT INTO admin VALUES('hacker','pass'); --",Python-urllib/3.8
192.168.4.11,192.168.4.52,443,TCP,693,176,ALLOW,2025-09-26T22:33:08.700834Z,1,normal,,
192.168.6.28,192.168.10.151,443,TCP,148,1980,ALLOW,2025-09-26T16:38:42.700834Z,4,normal,,
192.168.7.134,192.168.8.218,443,TCP,694,262,ALLOW,2025-09-25T05:42:38.700834Z,3,normal,,
192.168.8.231,192.168.8.231,53,TCP,310,204,ALLOW,2025-09-28T18:07:11.700834Z,1,normal,,
192.168.6.135,192.168.3.81,443,UDP,1112,1004,ALLOW,2025-09-23T10:43:11.700834Z,4,normal,,
192.168.1.38,192.168.3.148,443,UDP,1097,1500,ALLOW,2025-09-24T17:00:21.700834Z,4,normal,,
18.12.170.59,192.168.2.251,120,TCP,10,32,ALLOW,2025-09-24T01:54:54.713227Z,1,port_scan,,
137.187.63.42,192.168.2.73,22,SSH,170,49,ALLOW,2025-09-25T02:43:16.716190Z,38,brute_force,,
137.187.63.42,192.168.2.73,22,SSH,193,57,ALLOW,2025-09-25T02:54:58.716190Z,44,brute_force,,
18.12.170.59,192.168.2.251,910,TCP,14,26,ALLOW,2025-09-24T01:54:18.713227Z,1,port_scan,,
41.179.109.88,192.168.5.121,443,TCP,57,0,ALLOW,2025-09-26T01:53:52.712017Z,136,dos_attack,,
41.179.109.88,192.168.5.121,443,TCP,22,0,DROP,2025-09-26T01:52:20.712017Z,167,dos_attack,,
192.168.5.71,192.168.9.165,53,TCP,236,435,ALLOW,2025-09-27T21:14:00.700834Z,1,normal,,
192.168.1.254,192.168.4.58,22,TCP,682,347,ALLOW,2025-09-29T00:29:53.700834Z,3,normal,,
18.12.170.59,192.168.2.251,5432,TCP,5,13,DROP,2025-09-24T02:01:31.713227Z,1,port_scan,,
192.168.6.24,192.168.6.15,22,UDP,364,395,ALLOW,2025-09-24T04:55:33.700834Z,2,normal,,
192.168.4.24,192.168.1.230,443,TCP,1738,428,ALLOW,2025-09-24T13:40:42.700834Z,1,normal,,
192.168.7.188,192.168.9.124,22,UDP,506,62,ALLOW,2025-09-28T23:21:52.700834Z,2,normal,,
192.168.8.49,192.168.6.15,443,TCP,371,182,ALLOW,2025-09-26T05:56:21.700834Z,5,normal,,
41.203.175.109,192.168.5.71,80,HTTP,469,414,DROP,2025-09-27T02:09:04.714579Z,10,sql_injection,/search.php?q='; DROP TABLE users; --,curl/7.68.0
192.168.5.71,192.168.4.52,22,TCP,478,325,ALLOW,2025-09-28T06:38:22.700834Z,4,normal,,
192.168.8.231,192.168.6.28,443,TCP,4031,997,ALLOW,2025-09-23T16:58:13.700834Z,4,normal,,
192.168.2.25,192.168.8.216,53,TCP,940,297,ALLOW,2025-09-22T02:11:10.700834Z,2,normal,,
192.168.4.26,192.168.5.121,53,TCP,1309,1829,ALLOW,2025-09-22T17:44:11.700834Z,1,normal,,
192.168.5.112,91.54.172.69,443,TCP,399,39830,ALLOW,2025-09-28T04:27:28.715521Z,3,data_exfiltration,,
192.168.2.227,192.168.7.100,22,UDP,720,167,ALLOW,2025-09-28T10:45:26.700834Z,2,normal,,
18.12.170.59,192.168.2.251,540,TCP,12,24,ALLOW,2025-09-24T01:51:56.713227Z,1,port_scan,,
192.168.5.181,192.168.7.134,53,UDP,86,447,ALLOW,2025-09-23T21:15:58.700834Z,4,normal,,
192.168.8.49,192.168.8.216,53,TCP,261,157,ALLOW,2025-09-24T19:25:11.700834Z,1,normal,,
137.187.63.42,192.168.2.73,22,SSH,174,51,DENY,2025-09-25T01:51:58.716190Z,48,brute_force,,
192.168.9.125,192.168.7.58,22,UDP,704,488,ALLOW,2025-09-22T03:46:44.700834Z,5,normal,,
192.168.9.245,192.168.5.71,443,TCP,138,479,ALLOW,2025-09-27T10:42:17.700834Z,5,normal,,
192.168.1.52,192.168.7.115,443,TCP,3573,1044,ALLOW,2025-09-25T09:06:24.700834Z,3,normal,,
18.12.170.59,192.168.2.251,500,TCP,50,23,REJECT,2025-09-24T02:12:34.713227Z,1,port_scan,,
192.168.4.11,192.168.4.24,443,TCP,879,369,ALLOW,2025-09-27T11:29:56.700834Z,1,normal,,
192.168.9.35,192.168.4.52,22,TCP,470,494,ALLOW,2025-09-28T03:59:24.700834Z,1,normal,,
192.168.4.113,192.168.4.52,22,UDP,457,133,ALLOW,2025-09-28T06:43:46.700834Z,1,normal,,
192.168.5.225,192.168.6.234,443,TCP,866,42,ALLOW,2025-09-25T00:40:27.700834Z,5,normal,,
192.168.9.224,192.168.4.113,53,TCP,4445,1022,ALLOW,2025-09-25T15:21:39.700834Z,1,normal,,
137.187.63.42,192.168.2.73,22,SSH,143,74,ALLOW,2025-09-25T02:00:52.716190Z,11,brute_force,,
18.12.170.59,192.168.2.251,290,TCP,28,29,DROP,2025-09-24T01:58:58.713227Z,1,port_scan,,
137.187.63.42,192.168.2.73,22,SSH,129,46,ALLOW,2025-09-25T02:33:58.716190Z,49,brute_force,,
192.168.6.38,192.168.2.204,22,TCP,132,23,ALLOW,2025-09-22T06:24:13.700834Z,5,normal,,
41.179.109.88,192.168.5.121,443,TCP,67,0,ALLOW,2025-09-26T01:58:39.712017Z,116,dos_attack,,
41.203.175.109,192.168.5.71,80,HTTP,989,218,DROP,2025-09-27T02:17:19.714579Z,6,sql_injection,"/admin.php?id=1'; INSERT INTO admin VALUES('hacker','pass'); --",sqlmap/1.4.12
192.168.2.73,192.168.4.85,22,UDP,338,579,ALLOW,2025-09-25T09:17:03.700834Z,1,normal,,
192.168.9.50,192.168.4.11,443,TCP,1276,690,ALLOW,2025-09-24T13:16:37.700834Z,4,normal,,
192.168.3.118,192.168.4.26,53,TCP,267,319,ALLOW,2025-09-26T08:12:32.700834Z,2,normal,,
41.179.109.88,192.168.5.121,443,TCP,1,0,ALLOW,2025-09-26T01:58:07.712017Z,76,dos_attack,,
192.168.2.191,192.168.3.42,22,UDP,516,497,ALLOW,2025-09-28T16:08:11.700834Z,5,normal,,
41.179.109.88,192.168.5.121,443,TCP,49,0,ALLOW,2025-09-26T02:19:14.712017Z,197,dos_attack,,
192.168.7.196,192.168.6.122,53,UDP,1600,123,ALLOW,2025-09-22T17:44:41.700834Z,4,normal,,
192.168.10.118,192.168.2.241,53,TCP,698,138,ALLOW,2025-09-25T19:06:35.700834Z,4,normal,,
192.168.1.230,8.8.8.8,80,TCP,3722,1478,ALLOW,2025-09-24T13:36:02.700834Z,2,normal,,
192.168.1.176,192.168.6.38,22,TCP,86,305,ALLOW,2025-09-26T23:21:41.700834Z,5,normal,,
192.168.5.121,192.168.6.24,443,TCP,621,405,ALLOW,2025-09-24T23:54:18.700834Z,2,normal,,
192.168.6.135,192.168.1.230,53,TCP,451,320,ALLOW,2025-09-26T19:03:01.700834Z,4,normal,,
192.168.10.151,192.168.7.77,443,TCP,2778,362,ALLOW,2025-09-26T17:18:03.700834Z,1,normal,,
192.168.9.50,192.168.2.191,80,TCP,4895,1173,ALLOW,2025-09-23T14:36:25.700834Z,5,normal,,
192.168.1.182,192.168.2.251,80,TCP,2885,214,ALLOW,2025-09-26T12:16:06.700834Z,2,normal,,
192.168.4.26,192.168.2.191,443,TCP,2989,1619,ALLOW,2025-09-26T15:53:33.700834Z,1,normal,,
41.203.175.109,192.168.5.71,80,HTTP,675,244,ALLOW,2025-09-27T02:19:14.714579Z,2,sql_injection,"/admin.php?id=1'; INSERT INTO admin VALUES('hacker','pass'); --",Python-urllib/3.8
192.168.9.25,192.168.9.50,53,UDP,557,429,ALLOW,2025-09-28T00:18:08.700834Z,3,normal,,
192.168.10.198,192.168.10.73,22,TCP,609,201,ALLOW,2025-09-28T13:08:08.700834Z,5,normal,,
18.12.170.59,192.168.2.251,330,TCP,17,39,ALLOW,2025-09-24T01:55:05.713227Z,1,port_scan,,
192.168.1.254,192.168.7.58,22,TCP,955,198,ALLOW,2025-09-24T18:31:27.700834Z,4,normal,,
192.168.2.191,192.168.8.252,53,UDP,963,127,ALLOW,2025-09-25T20:46:09.700834Z,3,normal,,
192.168.6.28,192.168.4.247,22,TCP,505,285,ALLOW,2025-09-23T02:19:33.700834Z,4,normal,,
18.12.170.59,192.168.2.251,220,TCP,2,36,REJECT,2025-09-24T01:51:24.713227Z,1,port_scan,,
18.12.170.59,192.168.2.251,670,TCP,18,0,REJECT,2025-09-24T01:52:09.713227Z,1,port_scan,,
18.12.170.59,192.168.2.251,200,TCP,46,36,ALLOW,2025-09-24T02:10:04.713227Z,1,port_scan,,
18.12.170.59,192.168.2.251,240,TCP,14,39,ALLOW,2025-09-24T01:52:10.713227Z,1,port_scan,,
18.12.170.59,192.168.2.251,250,TCP,24,32,DROP,2025-09-24T02:01:44.713227Z,1,port_scan,,
18.12.170.59,192.168.2.251,3389,TCP,45,39,REJECT,2025-09-24T02:04:56.713227Z,1,port_scan,,
192.168.10.157,192.168.2.204,22,TCP,139,61,ALLOW,2025-09-24T08:42:47.700834Z,1,normal,,
192.168.7.134,192.168.1.33,53,TCP,759,189,ALLOW,2025-09-27T17:59:30.700834Z,5,normal,,
192.168.5.121,8.8.8.8,22,TCP,989,467,ALLOW,2025-09-28T09:13:16.700834Z,1,normal,,
192.168.9.224,192.168.9.224,22,TCP,419,204,ALLOW,2025-09-26T03:19:36.700834Z,3,normal,,
192.168.3.118,192.168.8.138,80,TCP,1993,829,ALLOW,2025-09-25T15:02:47.700834Z,3,normal,,
192.168.10.252,192.168.9.25,53,TCP,1023,1681,ALLOW,2025-09-22T17:18:30.700834Z,4,normal,,
192.168.1.163,192.168.9.50,443,TCP,3140,1185,ALLOW,2025-09-22T17:02:58.700834Z,3,normal,,
137.187.63.42,192.168.2.73,22,SSH,147,25,ALLOW,2025-09-25T02:43:56.716190Z,16,brute_force,,
192.168.3.42,192.168.7.115,53,UDP,711,65,ALLOW,2025-09-27T03:14:41.700834Z,4,normal,,
192.168.1.71,192.168.9.203,53,TCP,888,350,ALLOW,2025-09-26T08:06:58.700834Z,2,normal,,
137.187.63.42,192.168.2.73,22,SSH,144,25,DROP,2025-09-25T03:05:37.716190Z,16,brute_force,,
192.168.3.148,192.168.3.139,22,TCP,695,238,ALLOW,2025-09-24T08:07:52.700834Z,4,normal,,
137.187.63.42,192.168.2.73,22,SSH,185,57,ALLOW,2025-09-25T01:54:44.716190Z,11,brute_force,,
192.168.8.138,192.168.5.138,22,TCP,1780,1201,ALLOW,2025-09-26T13:31:33.700834Z,3,normal,,
18.12.170.59,192.168.2.251,23,TCP,14,28,ALLOW,2025-09-24T02:01:13.713227Z,1,port_scan,,
192.168.3.42,192.168.10.73,53,UDP,128,283,ALLOW,2025-09-28T12:06:42.700834Z,1,normal,,
41.203.175.109,192.168.5.71,80,HTTP,330,487,ALLOW,2025-09-27T02:21:06.714579Z,3,sql_injection,/login.php?user=admin' or '1'='1,Mozilla/5.0 (compatible; sqlmap)
41.203.175.109,192.168.5.71,80,HTTP,541,127,ALLOW,2025-09-27T03:25:32.714579Z,5,sql_injection,/search.php?q='; DROP TABLE users; --,curl/7.68.0
192.168.5.112,91.54.172.69,443,TCP,256,7075,ALLOW,2025-09-28T06:34:44.715521Z,2,data_exfiltration,,
192.168.7.115,192.168.7.241,53,TCP,421,91,ALLOW,2025-09-25T20:36:12.700834Z,2,normal,,
192.168.9.245,192.168.8.64,443,UDP,330,25,ALLOW,2025-09-23T20:28:21.700834Z,4,normal,,
192.168.5.138,192.168.1.68,22,TCP,524,376,ALLOW,2025-09-28T03:01:09.700834Z,2,normal,,
192.168.8.72,192.168.2.251,22,TCP,752,405,ALLOW,2025-09-27T03:56:11.700834Z,3,normal,,
192.168.4.192,192.168.4.85,53,TCP,513,159,ALLOW,2025-09-25T05:58:40.700834Z,3,normal,,
192.168.9.50,192.168.4.247,80,TCP,3604,1116,ALLOW,2025-09-25T13:23:36.700834Z,1,normal,,
192.168.1.254,192.168.9.203,443,TCP,2411,1822,ALLOW,2025-09-26T10:29:19.700834Z,5,normal,,
192.168.4.58,192.168.7.241,443,TCP,163,448,ALLOW,2025-09-27T14:59:42.700834Z,5,normal,,
192.168.8.64,192.168.1.163,443,TCP,3329,815,ALLOW,2025-09-25T12:39:14.700834Z,2,normal,,
192.168.5.71,192.168.7.134,443,UDP,261,354,ALLOW,2025-09-28T15:47:17.700834Z,2,normal,,
192.168.2.31,192.168.9.50,443,TCP,683,493,ALLOW,2025-09-27T14:38:57.700834Z,2,normal,,
192.168.2.25,192.168.1.38,80,TCP,4896,652,ALLOW,2025-09-26T14:06:41.700834Z,1,normal,,
18.12.170.59,192.168.2.251,820,TCP,3,1,DROP,2025-09-24T01:54:09.713227Z,1,port_scan,,
192.168.3.126,192.168.9.70,22,TCP,52,124,ALLOW,2025-09-24T22:21:21.700834Z,2,normal,,
137.187.63.42,192.168.2.73,22,SSH,194,68,ALLOW,2025-09-25T02:35:26.716190Z,43,brute_force,,
18.12.170.59,192.168.2.251,170,TCP,12,18,DROP,2025-09-24T01:52:04.713227Z,1,port_scan,,
192.168.1.230,192.168.2.34,443,TCP,4634,1137,ALLOW,2025-09-26T13:20:09.700834Z,3,normal,,
18.12.170.59,192.168.2.251,430,TCP,28,31,ALLOW,2025-09-24T01:53:07.713227Z,1,port_scan,,
192.168.5.138,192.168.6.205,22,TCP,921,405,ALLOW,2025-09-28T21:41:24.700834Z,5,normal,,
41.179.109.88,192.168.5.121,443,TCP,5,0,DROP,2025-09-26T01:53:44.712017Z,173,dos_attack,,
192.168.5.112,91.54.172.69,22,TCP,458,53340,ALLOW,2025-09-28T04:50:58.715521Z,2,data_exfiltration,,
137.187.63.42,192.168.2.73,22,SSH,150,25,DENY,2025-09-25T02:28:34.716190Z,38,brute_force,,
192.168.8.218,192.168.3.139,53,TCP,221,390,ALLOW,2025-09-23T05:59:19.700834Z,5,normal,,
192.168.10.73,192.168.2.73,443,UDP,4412,504,ALLOW,2025-09-24T10:41:33.700834Z,1,normal,,
18.12.170.59,192.168.2.251,970,TCP,30,42,DROP,2025-09-24T02:04:24.713227Z,1,port_scan,,
41.179.109.88,192.168.5.121,443,TCP,35,0,DROP,2025-09-26T02:16:40.712017Z,173,dos_attack,,
192.168.7.134,192.168.4.160,53,TCP,698,296,ALLOW,2025-09-23T00:35:38.700834Z,3,normal,,
137.187.63.42,192.168.2.73,22,SSH,169,74,ALLOW,2025-09-25T02:37:44.716190Z,20,brute_force,,
192.168.5.121,192.168.4.192,443,TCP,95,459,ALLOW,2025-09-28T06:03:25.700834Z,4,normal,,
192.168.8.216,192.168.2.34,443,TCP,165,363,ALLOW,2025-09-29T01:37:42.700834Z,3,normal,,
192.168.9.125,192.168.8.216,80,UDP,222,1945,ALLOW,2025-09-22T11:14:19.700834Z,2,normal,,
192.168.8.83,192.168.6.234,53,UDP,340,246,ALLOW,2025-09-25T01:54:38.700834Z,5,normal,,
192.168.2.73,192.168.1.68,443,TCP,793,317,ALLOW,2025-09-23T06:27:16.700834Z,2,normal,,
18.12.170.59,192.168.2.251,860,TCP,45,18,DROP,2025-09-24T02:00:52.713227Z,1,port_scan,,
192.168.7.58,192.168.10.27,80,TCP,1195,858,ALLOW,2025-09-25T12:50:03.700834Z,1,normal,,
192.168.8.138,192.168.7.100,443,TCP,310,42,ALLOW,2025-09-29T01:47:40.700834Z,5,normal,,
192.168.10.73,192.168.6.38,80,TCP,4605,713,ALLOW,2025-09-25T17:18:54.700834Z,3,normal,,
192.168.7.196,192.168.4.85,22,TCP,488,500,ALLOW,2025-09-23T01:33:05.700834Z,4,normal,,
192.168.2.191,192.168.2.227,443,TCP,606,198,ALLOW,2025-09-28T22:54:53.700834Z,3,normal,,
192.168.1.176,192.168.2.232,80,TCP,3124,1895,ALLOW,2025-09-25T15:32:18.700834Z,5,normal,,
192.168.2.31,192.168.2.191,443,TCP,3525,558,ALLOW,2025-09-26T17:44:34.700834Z,2,normal,,
192.168.6.234,192.168.9.52,80,UDP,3999,1467,ALLOW,2025-09-25T12:29:38.700834Z,3,normal,,
192.168.9.50,192.168.10.118,443,TCP,401,391,ALLOW,2025-09-29T00:28:13.700834Z,3,normal,,
41.203.175.109,192.168.5.71,80,HTTP,360,244,DROP,2025-09-27T01:58:16.714579Z,1,sql_injection,/search.php?q='; DROP TABLE users; --,Mozilla/5.0 (compatible; sqlmap)
192.168.9.245,192.168.10.27,443,TCP,145,241,ALLOW,2025-09-23T04:25:20.700834Z,2,normal,,
137.187.63.42,192.168.2.73,22,SSH,167,45,ALLOW,2025-09-25T02:02:04.716190Z,32,brute_force,,
192.168.4.26,192.168.8.218,80,TCP,1941,1151,ALLOW,2025-09-22T11:22:27.700834Z,5,normal,,
18.12.170.59,192.168.2.251,550,TCP,31,12,DROP,2025-09-24T02:04:14.713227Z,1,port_scan,,
192.168.5.112,91.54.172.69,22,TCP,471,67477,ALLOW,2025-09-28T02:14:10.715521Z,1,data_exfiltration,,
18.12.170.59,192.168.2.251,830,TCP,4,8,ALLOW,2025-09-24T02:00:46.713227Z,1,port_scan,,
41.179.109.88,192.168.5.121,443,TCP,11,0,DROP,2025-09-26T02:03:56.712017Z,125,dos_attack,,
192.168.1.159,192.168.3.81,443,TCP,230,431,ALLOW,2025-09-27T05:41:02.700834Z,1,normal,,
18.12.170.59,192.168.2.251,250,TCP,25,25,DROP,2025-09-24T01:52:36.713227Z,1,port_scan,,
41.203.175.109,192.168.5.71,80,HTTP,775,350,DROP,2025-09-27T02:40:22.714579Z,6,sql_injection,/search.php?q='; DROP TABLE users; --,curl/7.68.0
192.168.5.71,192.168.2.251,80,TCP,3970,1475,ALLOW,2025-09-22T13:00:27.700834Z,4,normal,,
192.168.2.251,192.168.6.24,443,TCP,1536,1351,ALLOW,2025-09-23T16:34:12.700834Z,4,normal,,
137.187.63.42,192.168.2.73,22,SSH,162,83,ALLOW,2025-09-25T02:42:41.716190Z,37,brute_force,,
192.168.1.140,192.168.4.11,443,TCP,476,488,ALLOW,2025-09-25T23:34:57.700834Z,1,normal,,
192.168.1.52,192.168.6.205,443,TCP,229,350,ALLOW,2025-09-28T18:32:13.700834Z,2,normal,,
137.187.63.42,192.168.2.73,22,SSH,56,100,DENY,2025-09-25T02:12:24.716190Z,16,brute_force,,
192.168.8.64,192.168.7.134,443,TCP,201,310,ALLOW,2025-09-27T02:33:58.700834Z,1,normal,,
137.187.63.42,192.168.2.73,22,SSH,195,53,DROP,2025-09-25T02:44:44.716190Z,17,brute_force,,
41.179.109.88,192.168.5.121,443,TCP,44,0,DROP,2025-09-26T01:55:48.712017Z,191,dos_attack,,
137.187.63.42,192.168.2.73,22,SSH,107,61,DENY,2025-09-25T01:53:24.716190Z,19,brute_force,,
18.12.170.59,192.168.2.251,620,TCP,34,46,DROP,2025-09-24T02:09:04.713227Z,1,port_scan,,
192.168.1.159,192.168.8.64,80,UDP,3988,800,ALLOW,2025-09-24T16:11:15.700834Z,4,normal,,
18.12.170.59,192.168.2.251,390,TCP,11,43,ALLOW,2025-09-24T01:55:11.713227Z,1,port_scan,,
192.168.9.50,192.168.9.43,22,TCP,187,179,ALLOW,2025-09-28T01:00:17.700834Z,1,normal,,
192.168.10.157,192.168.6.234,443,TCP,2055,593,ALLOW,2025-09-24T13:20:45.700834Z,4,normal,,
192.168.5.112,91.54.172.69,22,TCP,422,51864,ALLOW,2025-09-28T02:22:36.715521Z,1,data_exfiltration,,
41.203.175.109,192.168.5.71,80,HTTP,383,183,DROP,2025-09-27T03:04:16.714579Z,9,sql_injection,/login.php?user=admin' or '1'='1,Python-urllib/3.8
192.168.4.160,192.168.9.179,22,TCP,272,492,ALLOW,2025-09-28T23:32:18.700834Z,4,normal,,
192.168.6.28,192.168.8.218,443,UDP,800,427,ALLOW,2025-09-27T16:04:38.700834Z,5,normal,,
137.187.63.42,192.168.2.73,22,SSH,62,88,DROP,2025-09-25T03:29:04.716190Z,13,brute_force,,
18.12.170.59,192.168.2.251,1433,TCP,6,3,REJECT,2025-09-24T02:08:19.713227Z,1,port_scan,,
192.168.4.58,192.168.6.15,443,UDP,190,211,ALLOW,2025-09-23T00:58:30.700834Z,2,normal,,
192.168.5.138,192.168.3.148,22,TCP,229,271,ALLOW,2025-09-28T15:45:22.700834Z,2,normal,,
192.168.1.254,192.168.1.71,53,TCP,745,101,ALLOW,2025-09-28T07:17:53.700834Z,1,normal,,
137.187.63.42,192.168.2.73,22,SSH,121,85,DENY,2025-09-25T02:28:52.716190Z,31,brute_force,,
41.179.109.88,192.168.5.121,443,TCP,13,0,ALLOW,2025-09-26T01:58:00.712017Z,96,dos_attack,,
192.168.4.49,192.168.9.35,22,TCP,844,220,ALLOW,2025-09-22T18:10:24.700834Z,2,normal,,
18.12.170.59,192.168.2.251,630,TCP,14,18,REJECT,2025-09-24T01:53:50.713227Z,1,port_scan,,
18.12.170.59,192.168.2.251,330,TCP,37,37,REJECT,2025-09-24T01:57:52.713227Z,1,port_scan,,
18.12.170.59,192.168.2.251,710,TCP,3,16,DROP,2025-09-24T01:52:13.713227Z,1,port_scan,,
192.168.3.139,192.168.9.245,443,UDP,731,318,ALLOW,2025-09-25T07:21:09.700834Z,5,normal,,
137.187.63.42,192.168.2.73,22,SSH,145,22,ALLOW,2025-09-25T01:57:01.716190Z,37,brute_force,,
192.168.5.112,91.54.172.69,21,TCP,236,15273,ALLOW,2025-09-28T04:03:04.715521Z,3,data_exfiltration,,
192.168.6.135,192.168.5.121,443,UDP,55,222,ALLOW,2025-09-28T13:29:57.700834Z,4,normal,,
41.179.109.88,192.168.5.121,443,TCP,63,0,DROP,2025-09-26T01:53:50.712017Z,61,dos_attack,,
192.168.2.241,192.168.7.115,443,TCP,3471,1529,ALLOW,2025-09-25T17:05:20.700834Z,3,normal,,
192.168.6.38,192.168.6.122,443,UDP,3409,1227,ALLOW,2025-09-24T10:30:38.700834Z,4,normal,,
192.168.7.115,192.168.7.58,53,TCP,111,100,ALLOW,2025-09-22T23:06:21.700834Z,4,normal,,
192.168.2.73,192.168.8.216,22,TCP,431,418,ALLOW,2025-09-28T08:46:45.700834Z,2,normal,,
192.168.5.112,91.54.172.69,21,TCP,414,87193,ALLOW,2025-09-28T04:34:28.715521Z,2,data_exfiltration,,
41.179.109.88,192.168.5.121,443,TCP,15,0,DROP,2025-09-26T02:07:43.712017Z,197,dos_attack,,
192.168.9.125,192.168.1.38,443,TCP,2127,208,ALLOW,2025-09-22T09:23:52.700834Z,5,normal,,
137.187.63.42,192.168.2.73,22,SSH,68,61,ALLOW,2025-09-25T01:53:52.716190Z,36,brute_force,,
192.168.8.64,192.168.6.205,53,TCP,649,358,ALLOW,2025-09-24T07:57:04.700834Z,2,normal,,
192.168.7.241,192.168.9.165,53,TCP,834,493,ALLOW,2025-09-24T19:02:21.700834Z,4,normal,,
192.168.2.123,192.168.3.42,22,TCP,912,340,ALLOW,2025-09-25T00:16:28.700834Z,3,normal,,
192.168.6.122,192.168.1.140,22,UDP,181,399,ALLOW,2025-09-23T06:16:48.700834Z,3,normal,,
192.168.2.232,192.168.3.148,22,TCP,977,484,ALLOW,2025-09-28T00:08:46.700834Z,3,normal,,
192.168.1.182,192.168.2.251,22,TCP,4235,1353,ALLOW,2025-09-23T16:32:04.700834Z,4,normal,,
192.168.3.81,192.168.9.125,53,TCP,559,208,ALLOW,2025-09-28T02:22:50.700834Z,4,normal,,
192.168.8.216,192.168.5.112,443,TCP,331,245,ALLOW,2025-09-24T04:52:06.700834Z,4,normal,,
18.12.170.59,192.168.2.251,550,TCP,17,40,ALLOW,2025-09-24T01:51:57.713227Z,1,port_scan,,
192.168.10.252,192.168.4.58,53,TCP,752,385,ALLOW,2025-09-24T19:09:46.700834Z,3,normal,,
192.168.4.58,192.168.4.247,443,UDP,2153,1052,ALLOW,2025-09-23T09:19:08.700834Z,1,normal,,
192.168.4.49,192.168.6.234,22,TCP,893,314,ALLOW,2025-09-27T01:30:13.700834Z,1,normal,,
192.168.2.25,192.168.2.191,443,TCP,656,325,ALLOW,2025-09-27T23:35:32.700834Z,4,normal,,
192.168.10.27,192.168.2.241,22,UDP,941,178,ALLOW,2025-09-23T00:45:31.700834Z,3,normal,,
192.168.8.216,192.168.7.115,443,TCP,3997,979,ALLOW,2025-09-24T17:01:12.700834Z,5,normal,,
